census_block_group,date_range_start,date_range_end,raw_visit_count,raw_visitor_count,visitor_home_cbgs,visitor_work_cbgs,distance_from_home,related_same_day_brand,related_same_month_brand,top_brands,popularity_by_hour,popularity_by_day
120110203121,1538352000,1541030400,170390,39273,"{""120110105032"":1346,""120110703171"":514,""120110106012"":261,""120110203182"":236,""120110106122"":228,""120110203122"":209,""120110203181"":185,""120110203132"":181,""120110106111"":181,""120110106121"":172,""120110203193"":165,""120110203131"":165,""120990077131"":163,""120110106091"":154,""120110203251"":153,""120110703182"":149,""120110601191"":147,""120110203262"":141,""120990077132"":131,""120110105042"":131,""120110106063"":130,""120110203221"":130,""120111103254"":126,""120110105041"":125,""120110203192"":125,""120110203261"":124,""120110106033"":122,""120110104061"":119,""120110703141"":116,""120110106073"":115,""120111103244"":114,""120111103271"":113,""120110203111"":111,""120110703132"":110,""120110106042"":109,""120110203092"":107,""120110105031"":106,""120110204141"":102,""120110703181"":101,""120111103301"":98,""120110106053"":95,""120110703191"":94,""120110703134"":94,""120110202052"":94,""120110601181"":92,""120110204091"":92,""120110105021"":91,""120110106013"":90,""120110703063"":90,""120110106103"":88,""120110203211"":86,""120110106101"":86,""120110203183"":79,""120110106011"":79,""120110106072"":79,""120110203141"":77,""120110203191"":76,""120110203021"":74,""120111103022"":74,""120110703101"":73,""120111103021"":73,""120110703061"":72,""120110601112"":69,""120110106071"":69,""120110203022"":69,""120110203242"":68,""120111103321"":68,""120110106032"":67,""120110203151"":67,""120110601204"":67,""120110703131"":67,""120860127001"":66,""120110106051"":66,""120110104012"":66,""120111103012"":65,""120110703203"":63,""120110601111"":63,""120110203091"":63,""120110703122"":62,""120110106061"":62,""120110601212"":61,""120111103241"":61,""120110202042"":60,""120110601133"":59,""120110601211"":58,""120111103251"":57,""120110106014"":57,""120110203081"":57,""120111103311"":57,""120110605042"":56,""120110703111"":56,""120110203082"":56,""120110106052"":55,""120111103331"":55,""120110201011"":54,""120110203232"":54,""120111103332"":53,""120110703202"":53,""120110601161"":53,""120111103312"":53,""120110703042"":53,""120110104011"":53,""120990077481"":53,""120990077353"":52,""120110106041"":52,""120110106031"":52,""120990071001"":52,""120110703112"":52,""120990070021"":51,""120110702112"":51,""120110703043"":51,""120110703062"":50,""120110203202"":50,""120990077482"":50,""120990077403"":50}","{""120110106012"":602,""120110703171"":435,""120990070021"":297,""120110203262"":282,""120110601204"":225,""120110702042"":212,""120110203232"":200,""120110105032"":191,""120860090101"":189,""120990071001"":157,""120110502042"":155,""120110105021"":149,""120110703133"":140,""120110106091"":136,""120111103012"":136,""120110601111"":118,""120110203221"":113,""120110203141"":109,""120110601132"":108,""120110601214"":107,""120110703052"":103,""120110703161"":103,""120110203111"":98,""120110703124"":96,""120110203091"":94,""120860091002"":93,""120869805001"":87,""120110103071"":86,""120110702083"":84,""120110306003"":84,""120860090103"":82,""120110106103"":82,""120110502083"":79,""120110305001"":79,""120110106041"":73,""120860089041"":73,""120990077481"":71,""120110106062"":68,""120111103432"":67,""120110428002"":67,""120860090401"":66,""120110425002"":65,""120111103313"":63,""120990077161"":63,""120110703122"":62,""120990077303"":61,""120110610024"":60,""120990059422"":58,""120990070081"":56,""120111103241"":56,""120990070061"":56,""120111103032"":56,""120111103254"":55,""120110502082"":55,""120110106121"":54,""120110404022"":50}",21595,[],"[""Publix Super Markets"",""mcdonalds"",""Dunkin' Donuts"",""walmart"",""Walgreens"",""Mobil"",""Shell Oil"",""starbucks"",""7-Eleven US"",""CVS""]",[],"[5065,4480,4259,4312,4439,5244,9126,20514,19179,16871,15055,15150,15413,15354,16852,17208,17959,19087,16600,13250,10614,9021,7631,6023]","{""Monday"":27023,""Tuesday"":27747,""Wednesday"":27765,""Thursday"":23774,""Friday"":24783,""Saturday"":21245,""Sunday"":18053}"
120110204092,1538352000,1541030400,27399,5916,"{""120110204141"":159,""120110204091"":142,""120110105032"":87,""120110203182"":82,""120110601111"":62,""120110203181"":55,""120110203193"":54,""120110203221"":54,""120110203121"":51,""120110204152"":50,""120110203192"":50}","{""120110601111"":116,""120110203121"":110,""120110203262"":64,""120110203221"":61,""120110601132"":57,""120110106012"":56,""120110601204"":56}",8014,"[""Publix Super Markets""]","[""Publix Super Markets"",""walmart"",""Dunkin' Donuts"",""mcdonalds"",""Dollar Tree"",""Walgreens"",""7-Eleven US"",""Mobil"",""Marathon Petroleum"",""Shell Oil""]","[""Cricket Wireless""]","[2509,2454,2423,2437,2445,2631,2926,3539,3678,3041,2841,2769,2769,2703,2903,3175,3300,3467,3334,3221,3006,2908,2735,2602]","{""Monday"":4328,""Tuesday"":4308,""Wednesday"":4600,""Thursday"":3584,""Friday"":3810,""Saturday"":3471,""Sunday"":3298}"
120110309021,1538352000,1541030400,77491,16188,"{""120110309031"":199,""120110402041"":170,""120110309022"":130,""120110402062"":124,""120110309042"":121,""120110310021"":115,""120110402053"":113,""120110309041"":106,""120110311023"":97,""120110403003"":97,""120110402061"":93,""120110310022"":90,""120110105032"":89,""120110308014"":83,""120110402051"":81,""120110109021"":81,""120110401022"":80,""120110312022"":80,""120110108002"":77,""120110404011"":75,""120110402031"":70,""120110310023"":69,""120110402052"":68,""120110312042"":66,""120110109011"":65,""120110311011"":64,""120110311021"":63,""120110301001"":63,""120110406011"":62,""120110310012"":59,""120110502051"":59,""120110403001"":57,""120110405042"":56,""120110312021"":55,""120110502061"":51,""120110301004"":51,""120110301002"":50}","{""120110404022"":163,""120110402053"":136,""120110310012"":99,""120110502042"":95,""120110402061"":84,""120990070021"":80,""120110502083"":77,""120110425002"":65,""120110308014"":55,""120110305001"":54,""120110306003"":51}",10004,"[""Anytime Fitness"",""Publix Super Markets""]","[""Publix Super Markets"",""Walgreens"",""Dunkin' Donuts"",""mcdonalds"",""CVS"",""7-Eleven US"",""walmart"",""Mobil"",""Chevron"",""The Home Depot""]","[""Anytime Fitness"",""CVS"",""Tuesday Morning"",""Office Depot"",""Publix Super Markets"",""Anthony's Coal Fired Pizza"",""walmart"",""Dollar Tree"",""Dodge"",""Jeep""]","[4137,3941,3878,3888,3914,4168,4946,9004,7469,7011,6956,7562,8171,8522,8831,8842,8651,9454,8880,7793,6862,5878,4932,4485]","{""Monday"":12506,""Tuesday"":12640,""Wednesday"":12774,""Thursday"":10271,""Friday"":11191,""Saturday"":9680,""Sunday"":8429}"
120330024002,1538352000,1541030400,38127,5874,"{""120330024003"":75,""120330026033"":65,""120330028041"":60}","{""120330024001"":110,""120330024003"":104}",27028,"[""Navy Exchange""]","[""Navy Exchange"",""walmart"",""Publix Super Markets"",""Shell Oil"",""Chick-fil-A"",""Whataburger"",""Tom Thumb"",""Circle K Stores"",""Waffle House"",""mcdonalds""]","[""Navy Exchange""]","[4543,4527,4568,4504,4632,5002,6029,7209,6964,7056,7082,7466,7284,6868,6608,6712,5912,5211,4745,4680,4856,4928,4830,4680]","{""Monday"":6391,""Tuesday"":6597,""Wednesday"":5787,""Thursday"":5348,""Friday"":5746,""Saturday"":4129,""Sunday"":4129}"
120330028041,1538352000,1541030400,34290,8300,"{""120330026011"":153,""120330026033"":135,""120330026051"":109,""120330024002"":107,""120330027011"":105,""120330027041"":100,""120330026041"":85,""120330027042"":83,""120330026052"":82,""120330028021"":82,""120330028022"":81,""120330028042"":70,""120330026032"":66,""120330036031"":64,""120330028032"":61,""120330033011"":57,""120330033081"":56,""121130103001"":55}","{""120330024002"":79,""120330024001"":66,""120330026041"":59,""120330024003"":59,""120330028012"":50}",14811,"[""Navy Exchange"",""walmart""]","[""walmart"",""Navy Exchange"",""Publix Super Markets"",""Shell Oil"",""Tom Thumb"",""mcdonalds"",""Whataburger"",""Chick-fil-A"",""Circle K Stores"",""CITGO Petroleum""]","[""Navy Exchange"",""National Association for the Education of Young Children (NAEYC)""]","[2256,2202,2220,2254,2280,2582,3647,5301,6100,6721,7135,7376,7409,7056,6919,6524,5356,4190,3281,2914,2717,2522,2473,2330]","{""Monday"":5946,""Tuesday"":6441,""Wednesday"":5311,""Thursday"":5037,""Friday"":5359,""Saturday"":3355,""Sunday"":2841}"
120459602003,1538352000,1541030400,25864,5152,"{""120459602001"":107,""120459603005"":65,""120459603002"":64,""120459601002"":63,""120459603004"":58,""120379703021"":58,""120459601005"":51}",{},251690,"[""Florida DMV"",""Exxon Mobil"",""Chevron"",""Dollar General"",""Marathon Petroleum"",""Shell Oil"",""mcdonalds"",""Family Dollar Stores""]","[""walmart"",""Dollar General"",""mcdonalds"",""Shell Oil"",""SUBWAY"",""Chick-fil-A"",""Exxon Mobil"",""Marathon Petroleum"",""Publix Super Markets"",""CVS""]","[""mcdonalds"",""Dollar General"",""CVS"",""SUBWAY"",""Advance Auto Parts"",""Ace Hardware"",""Hungry Howie's Pizza & Subs"",""Badcock Home Furniture"",""Maytag"",""CEMEX""]","[695,677,646,663,665,778,1173,1615,2098,2548,2850,3123,3593,3384,3279,3249,3181,2998,2701,2128,1533,1105,882,750]","{""Monday"":4759,""Tuesday"":4360,""Wednesday"":4028,""Thursday"":3054,""Friday"":3265,""Saturday"":3473,""Sunday"":2925}"
120570035003,1538352000,1541030400,36830,15923,"{""120570102092"":76,""120570139161"":69,""120570139231"":65,""120570122081"":61,""120570139151"":59,""120570035004"":55,""120570133151"":52,""120570102051"":50}","{""120570051011"":156,""120570046001"":143,""120570121031"":119,""120570104023"":118,""120570109001"":86,""120570122111"":80,""120570116053"":79,""120570037001"":76,""120570043001"":74,""120570026002"":72,""120570025003"":64,""120570120012"":59}",23902,"[""Wawa""]","[""walmart"",""mcdonalds"",""Publix Super Markets"",""Wawa"",""7-Eleven US"",""Shell Oil"",""Walgreens"",""Chick-fil-A"",""Circle K Stores"",""CVS""]",[],"[1620,1479,1438,1454,1516,1681,2665,3558,3539,2463,2406,2461,2546,2509,2629,2995,2843,2839,2714,2316,2105,1960,2051,1756]","{""Monday"":5905,""Tuesday"":5988,""Wednesday"":5802,""Thursday"":4780,""Friday"":5007,""Saturday"":5091,""Sunday"":4257}"
120710005042,1538352000,1541030400,169954,45397,"{""120710401153"":236,""120710401161"":223,""120710401233"":210,""120210104152"":200,""121150027123"":192,""120710012024"":179,""120710401091"":178,""120710503111"":160,""120710401141"":149,""120210112022"":144,""120710401101"":139,""120710102042"":124,""120710012013"":123,""120710401242"":121,""120710401211"":120,""120210112021"":118,""120710104091"":118,""120210112013"":114,""120710401121"":113,""120710003023"":112,""121150027121"":112,""120710502041"":110,""120710403093"":109,""120710005033"":109,""120710019062"":108,""120710402061"":102,""120710207002"":102,""120710502082"":102,""121150027122"":100,""120710401243"":97,""120210104121"":97,""120710012011"":96,""120710302031"":95,""120210112023"":93,""120710502091"":92,""120710302024"":91,""120710202021"":90,""120710401162"":87,""120710102015"":86,""120710303003"":86,""120710204002"":85,""120710402081"":84,""120710403016"":83,""120710401191"":83,""120710401241"":82,""120710103022"":81,""120710003013"":81,""120710403036"":78,""120710403101"":78,""120510004012"":77,""120710401272"":77,""120710502093"":75,""120710101031"":75,""120150105012"":75,""120210111021"":72,""120210104054"":71,""120710401223"":70,""120710004022"":70,""120430002002"":69,""120510003005"":69,""120710102031"":68,""120710502032"":68,""120710401212"":68,""120710502094"":68,""120710401221"":66,""120710302025"":66,""120510004023"":66,""120710103063"":65,""120710005041"":65,""120710402093"":65,""120150201011"":65,""120710202022"":65,""120710103051"":64,""120710003014"":64,""120110703171"":63,""120710403091"":63,""120710401251"":62,""120150101002"":62,""120710402033"":61,""120710402051"":61,""120710403022"":61,""120710503101"":61,""120710401172"":60,""120710101034"":59,""120710103071"":59,""120710401083"":59,""120710004011"":59,""120710104094"":59,""120710019074"":58,""120210104131"":58,""120710302011"":58,""120710102044"":57,""120710403092"":57,""120710102014"":57,""120710403111"":57,""120150305011"":57,""120710502062"":56,""120710402037"":56,""120150101001"":56,""120510004011"":56,""120710102011"":55,""120710401151"":55,""120710401152"":55,""121150027124"":54,""120710102013"":54,""120150201033"":53,""120210101022"":53,""120710102032"":53,""120150105021"":53,""120710403112"":53,""120710104103"":53,""120210104142"":53,""120710401231"":53,""120710503122"":53,""120710101032"":52,""120710503082"":52,""120710003022"":52,""120710101022"":51,""120150201013"":51,""120150105023"":51,""120710401222"":51,""120710502081"":51,""120710402035"":51,""120710102043"":51,""120710101025"":51,""120510003002"":51,""120710004012"":50,""120710003024"":50,""120510004024"":50}","{""120710401153"":308,""120710012022"":163,""120710012023"":162,""120710302011"":160,""120710012011"":158,""120710401141"":133,""120210102123"":129,""120710803002"":125,""120710006004"":123,""120710012024"":121,""120210104152"":119,""120710017013"":109,""120210104172"":106,""120710401241"":104,""120710014023"":103,""120710104103"":103,""120710401162"":101,""120710005041"":96,""120710207002"":91,""120710019062"":87,""120710401152"":87,""120710008003"":86,""120210105063"":84,""120710503061"":81,""120150103022"":80,""120710401132"":75,""120710103073"":73,""121150027123"":72,""120710005043"":70,""120710101035"":69,""120710004022"":68,""120710401212"":67,""120210112022"":63,""120710013002"":60,""120710501052"":59,""120710016021"":59,""120710401233"":56,""120150105012"":54,""120710012012"":54,""120710017071"":54,""120510004023"":54,""120150203021"":53,""121150027222"":52,""120710007002"":50,""120210002001"":50,""120710401101"":50}",51244,"[""7-Eleven US"",""RaceTrac""]","[""Publix Super Markets"",""mcdonalds"",""walmart"",""7-Eleven US"",""Shell Oil"",""RaceTrac"",""SUBWAY"",""Walgreens"",""Dunkin' Donuts"",""CVS""]","[""SUBWAY"",""Ferguson"",""WORLDPAC"",""Pilot Travel Centers"",""LKQ"",""Mobil"",""TCI Tire Centers"",""Boost Mobile""]","[2972,2702,2687,2812,3494,5564,11097,14181,12689,11159,11223,11499,12103,12607,12646,12963,14149,14329,10984,8568,7129,5954,4582,3547]","{""Monday"":26349,""Tuesday"":26415,""Wednesday"":25999,""Thursday"":22278,""Friday"":26185,""Saturday"":22008,""Sunday"":20720}"
120810019081,1538352000,1541030400,49023,7586,"{""120810019111"":479,""120810019101"":379,""120810019131"":362,""120810019122"":224,""120810019082"":186,""120810019121"":162,""120810019072"":137,""120810019141"":136,""120810019073"":134,""120810020131"":110,""120810019092"":107,""120810020141"":106,""120810019091"":102,""120810019043"":87,""120810020133"":84,""120810020072"":54,""120810016011"":50}","{""120810019122"":150,""120810020072"":126,""120810014033"":119,""120810015021"":108,""120810019131"":55,""121150027132"":53,""120810014031"":52,""120810019111"":51}",9655,"[""Publix Super Markets"",""Circle K Stores"",""7-Eleven US""]","[""Publix Super Markets"",""walmart"",""mcdonalds"",""7-Eleven US"",""Wawa"",""Circle K Stores"",""Shell Oil"",""RaceTrac"",""Walgreens"",""Dollar General""]","[""Circle K Stores"",""Anytime Fitness"",""Advance Auto Parts"",""AT&T""]","[879,809,816,787,944,1308,3491,3960,3914,3530,3383,3427,3643,3516,3618,4037,4536,4759,4250,3220,2343,1766,1330,1083]","{""Monday"":7824,""Tuesday"":7854,""Wednesday"":7556,""Thursday"":6329,""Friday"":7069,""Saturday"":7023,""Sunday"":5368}"
120860030033,1538352000,1541030400,70509,18726,"{""120860024022"":127,""120860030032"":109,""120860051043"":96,""120860030042"":92,""120860030031"":81,""120860090381"":66,""120860024021"":63,""120860017033"":63,""120860029001"":62,""120860050022"":62,""120860024031"":61,""120860050016"":61,""120860024032"":60,""120860127001"":58,""120860051031"":57,""120860024042"":56,""120860051022"":56,""120860029002"":52}","{""120860090101"":222,""120860091002"":150,""120860030011"":125,""120869805001"":122,""120860030042"":101,""120860090353"":75,""120860090103"":73,""120860024021"":70,""120860054071"":61,""120860090401"":58,""120860140001"":54,""120860089041"":51}",11508,[],"[""Publix Super Markets"",""mcdonalds"",""Walgreens"",""CVS"",""walmart"",""Chevron"",""Shell Oil"",""Pollo Tropical"",""Burger King US"",""The Home Depot""]","[""National Association for the Education of Young Children (NAEYC)""]","[2649,2464,2289,2413,2327,2786,4360,5595,5138,4618,4392,4852,4870,4918,5168,6229,7115,6946,6565,5408,4439,3745,3387,2923]","{""Monday"":11650,""Tuesday"":12038,""Wednesday"":11861,""Thursday"":9940,""Friday"":10326,""Saturday"":8326,""Sunday"":6368}"
120879704002,1538352000,1541030400,65212,16727,"{""120879703002"":130,""120879703001"":127,""120879705002"":97,""120879708003"":93,""120879707001"":90,""120879707003"":86,""120879709002"":74,""120879708002"":74,""120879708001"":72,""120860114015"":71,""120879705001"":69,""120879704003"":66,""120879711001"":64,""120879704004"":62,""120879705003"":60,""120879709001"":54,""120879708004"":52,""120879711002"":50}","{""120860090101"":83,""120879708001"":76,""120860091002"":50}",104181,"[""Bealls Florida"",""Shell Oil""]","[""Publix Super Markets"",""mcdonalds"",""Shell Oil"",""Walgreens"",""CVS"",""The Home Depot"",""walmart"",""Dunkin' Donuts"",""SUBWAY"",""starbucks""]","[""Bealls Florida"",""Kmart"",""Shell Oil"",""Ace Hardware"",""Publix Super Markets"",""Arby's"",""Century 21 Real Estate"",""Circle K Stores"",""GAF Materials"",""AT&T""]","[2870,2763,2710,2742,2833,3143,4065,4737,5114,5453,6062,6699,7419,6929,6854,7180,7061,6821,6286,5578,5064,4238,3647,3189]","{""Monday"":9751,""Tuesday"":9090,""Wednesday"":8892,""Thursday"":7967,""Friday"":9477,""Saturday"":10164,""Sunday"":9871}"
121010320133,1538352000,1541030400,190405,33043,"{""121010316032"":464,""120570115101"":318,""121010319022"":261,""121010320012"":227,""121010320142"":227,""121010316031"":223,""121010316052"":220,""121010320141"":218,""120570110121"":203,""120570102051"":198,""121010321091"":192,""121010316043"":185,""121010320101"":184,""121010320111"":176,""121010316012"":175,""121010320094"":167,""121010320092"":163,""121010320093"":163,""121010320082"":162,""121010320081"":162,""121010321063"":161,""121010321072"":153,""121010316022"":151,""120570115093"":150,""121010320011"":149,""121010319031"":148,""121010321061"":144,""121010316023"":144,""121010319021"":142,""120570102092"":136,""121010320072"":136,""120570110063"":132,""120570110061"":129,""121010321121"":129,""121010321051"":118,""121010315082"":118,""121010319032"":117,""121010321131"":117,""121010321052"":114,""120570111031"":112,""121010321111"":111,""121010321101"":110,""121010320112"":109,""121010315081"":108,""121010316042"":107,""121010317011"":106,""121010316021"":105,""120570111091"":105,""121010317062"":104,""121010320091"":104,""120570110051"":101,""121010320131"":101,""121010321033"":99,""121010315052"":97,""121010320121"":97,""121010320061"":96,""121010320132"":95,""121010320063"":93,""121010319011"":89,""120570115221"":89,""121010320062"":89,""121010315073"":88,""121010317012"":88,""120570115094"":87,""121010320071"":87,""121010321062"":87,""120570115212"":85,""121010319033"":85,""121010315071"":83,""121010314091"":80,""121010321032"":80,""121010321083"":78,""121010316011"":78,""121010329012"":77,""121010321041"":77,""121010321071"":73,""121010321042"":71,""121010320051"":69,""121010319023"":66,""120530409112"":62,""120570110052"":60,""121010316041"":58,""121010317051"":57,""120570110101"":57,""121010320013"":57,""121010313023"":56,""121010312082"":56,""120570102121"":55,""120570110071"":55,""121010321073"":55,""120570115061"":54,""120570115091"":54,""120570110031"":54,""121010320122"":54,""120570111032"":53,""121010315041"":53,""121010312081"":52,""121010317072"":52,""120570115231"":52,""120570115211"":51,""120570102122"":50,""121010319034"":50,""121010329011"":50}","{""121010316032"":353,""120570115093"":329,""121010315071"":314,""121010321101"":295,""120570109001"":227,""121010319034"":197,""120570051011"":149,""120570116053"":142,""121010320051"":129,""120570046001"":120,""121010321032"":106,""120570121031"":100,""121010320132"":95,""120570110141"":93,""121010320012"":91,""121010321063"":86,""120570116111"":86,""121010320013"":84,""121010316012"":81,""121010317043"":80,""120570026002"":77,""120570108101"":75,""120570122111"":73,""121010320094"":72,""120570110131"":72,""120570110081"":69,""121010316042"":69,""120570104023"":68,""120570111082"":67,""120570102051"":65,""120570111091"":61,""121010317012"":60,""121010320131"":60,""120570110152"":56,""120570025003"":55,""121010320011"":54,""120570117082"":54,""121030273272"":54,""121030244121"":53,""120570001011"":52,""121010325005"":52,""121010321073"":50}",21428,"[""Publix Super Markets""]","[""Publix Super Markets"",""walmart"",""mcdonalds"",""7-Eleven US"",""Walgreens"",""Shell Oil"",""Wawa"",""Chick-fil-A"",""Dunkin' Donuts"",""Circle K Stores""]","[""RaceTrac"",""Mobil"",""Dunkin' Donuts"",""LA Fitness"",""Tijuana Flats"",""Taco Bell"",""Panera Bread"",""Arby's"",""Dickey's Barbecue Pit"",""Baskin Robbins""]","[4346,4033,3837,3740,4106,5602,10588,13355,13252,11779,11685,12480,13532,13612,15140,16704,18309,19279,17384,13716,11234,8546,6273,5058]","{""Monday"":28654,""Tuesday"":29753,""Wednesday"":29494,""Thursday"":24841,""Friday"":27341,""Saturday"":27426,""Sunday"":22896}"
121030263003,1538352000,1541030400,32592,7656,"{""121030263004"":103,""121030267011"":66,""121030267014"":60,""121030263002"":60,""121030267013"":57,""121030262001"":55,""121030265002"":54,""121030263001"":52,""121030270004"":50}","{""121030270004"":64}",6383,"[""walmart""]","[""Publix Super Markets"",""walmart"",""7-Eleven US"",""Walgreens"",""mcdonalds"",""Wawa"",""Shell Oil"",""Dollar Tree"",""Dunkin' Donuts"",""CVS""]","[""7-Eleven US"",""Advance Auto Parts""]","[1978,2193,2038,1978,2461,2311,2631,3174,3025,2590,2496,2407,2554,2636,3225,3051,3142,3484,3058,2816,2757,2656,2450,2414]","{""Monday"":5110,""Tuesday"":4964,""Wednesday"":5234,""Thursday"":4581,""Friday"":4561,""Saturday"":4112,""Sunday"":4030}"
121030268202,1538352000,1541030400,43521,15261,"{""121030268211"":163,""121030272071"":107,""121030272084"":103,""121030272063"":98,""121030273082"":97,""121030272053"":93,""121030272043"":92,""121030269043"":87,""121030272062"":86,""121030272082"":85,""121030273103"":83,""121030273224"":82,""121030273221"":82,""121030273162"":75,""121030273104"":73,""121030273251"":72,""121030273142"":70,""121030268131"":69,""121030273173"":69,""121030272051"":68,""121030273181"":67,""121030273102"":66,""121030272041"":65,""121030272021"":64,""121030273172"":64,""121030275011"":63,""121030272061"":62,""121030268112"":62,""121030275022"":61,""121010316012"":60,""121030273242"":59,""121030273182"":59,""121030272083"":58,""121030268203"":56,""121010304042"":55,""121030273252"":55,""121030274031"":53,""121030273232"":53,""121030275021"":53,""121010315082"":52,""121030268113"":52,""121030273151"":52,""121030268121"":52,""121010315052"":51,""121030275014"":51,""121030273271"":51}","{""121030272063"":202,""121030273102"":143,""121030245122"":105,""121010315071"":97,""121030272081"":78,""121030267035"":76,""121030275021"":75,""121030268191"":69,""121030268113"":66,""121030273272"":66,""121030245082"":64,""121030245051"":60,""121030244121"":59,""121030273162"":53,""121030269043"":53,""121030250112"":51,""121030244122"":51,""121030245091"":51,""120570046001"":50}",14170,"[""Publix Super Markets"",""Olive Garden""]","[""Publix Super Markets"",""walmart"",""mcdonalds"",""7-Eleven US"",""Walgreens"",""Shell Oil"",""Wawa"",""Dunkin' Donuts"",""Chick-fil-A"",""CVS""]","[""Olive Garden"",""Bob Evans"",""LabCorp"",""Sign-A-Rama"",""Florida DMV""]","[1111,1002,942,936,915,1064,1649,2299,2681,2643,2893,3399,3698,3671,4027,4635,4936,4848,4074,3366,2675,2257,1611,1364]","{""Monday"":7308,""Tuesday"":7133,""Wednesday"":7013,""Thursday"":5807,""Friday"":6502,""Saturday"":5418,""Sunday"":4340}"
121170213203,1538352000,1541030400,58896,10709,"{""120950165071"":359,""121170213121"":271,""121170212031"":270,""120950167301"":247,""121170212042"":240,""121170213173"":214,""121170213142"":207,""120950165031"":185,""121170213111"":174,""121170213201"":171,""121170213152"":151,""121170213162"":145,""120950165081"":143,""121170213131"":130,""121170213204"":125,""120950167291"":125,""121170213153"":124,""121170212041"":112,""121170213211"":107,""121170213132"":103,""120950165111"":98,""120950167271"":92,""121170213191"":92,""120950165101"":91,""121170212011"":90,""121170213171"":87,""121170213151"":79,""121170213212"":78,""120950166011"":76,""121170213073"":75,""120950167321"":74,""121170213182"":72,""121170213181"":71,""121170213202"":70,""120950166012"":65,""121170214032"":65,""121170213172"":64,""121170213161"":57,""120950166022"":54,""120950167041"":53,""121170212043"":53,""121170213061"":53,""121170212012"":51,""121170212013"":50}","{""120950165071"":502,""121170213141"":189,""120950165081"":173,""120950165031"":170,""121170213162"":167,""121170213121"":155,""121170212042"":133,""121170213142"":107,""121170213211"":78,""121170213073"":73,""120950167301"":58}",8367,"[""Publix Super Markets"",""Wawa""]","[""Publix Super Markets"",""Wawa"",""mcdonalds"",""7-Eleven US"",""Chick-fil-A"",""walmart"",""Target"",""Walgreens"",""starbucks"",""RaceTrac""]","[""Goodwill Industries"",""Plato's Closet"",""RaceTrac"",""7-Eleven US"",""Sherwin-Williams"",""Marco's Pizza""]","[2335,2245,2214,2161,2300,2363,3267,4101,5336,4240,4342,4541,4934,5056,5401,5820,6032,6781,5815,4949,4309,3632,3137,2647]","{""Monday"":9432,""Tuesday"":9766,""Wednesday"":9706,""Thursday"":7784,""Friday"":8399,""Saturday"":7528,""Sunday"":6281}"
130279604001,1538352000,1541030400,23970,5702,"{""132759610001"":80,""130279604002"":75,""132759605001"":60,""130279605003"":55,""132759602001"":53}","{""132759605003"":126,""130279604002"":58}",43182,"[""Dollar General"",""Circle K Stores"",""Harveys Supermarket""]","[""walmart"",""Circle K Stores"",""Dollar General"",""Chick-fil-A"",""mcdonalds"",""Zaxby's"",""Shell Oil"",""BP"",""Wendy's"",""Hardee's""]","[""Dollar General"",""Harveys Supermarket"",""Hardee's"",""Marathon Petroleum"",""Rite Aid"",""fred's"",""RadioShack""]","[1110,1043,998,1020,1040,1135,1418,2041,2169,2175,2135,2305,2595,2537,2259,2631,2357,2582,2533,2394,2016,1853,1653,1288]","{""Monday"":3977,""Tuesday"":3713,""Wednesday"":3460,""Thursday"":3345,""Friday"":3914,""Saturday"":3193,""Sunday"":2368}"
